,complexTypeName,complexType,complexName,complexNo,totalHouseHoldCount,totalDongCount,useApproveYmd,minArea,maxArea,minPrice,maxPrice,minLeasePrice,maxLeasePrice,leasePerDealRate,isaleDealRestrictionCode,rebuildMembershipTransYn,livingResidenceYn,latitude,longitude
0,아파트,A01,태성,13758,19,1,20021127,76.49,161.24,0,0,0,0,0.0,N,N,N,37.48267,126.92355
0,아파트,A01,태양(1437-19),142296,29,1,20210128,16.1,37.23,0,0,0,0,0.0,N,N,N,37.486502,126.92655
0,아파트,A01,태양(1563-2),16995,19,1,20000714,54.39,71.87,0,0,0,0,0.0,N,N,N,37.474308,126.913953
0,아파트,A01,태영(주상복합),1050,88,1,19971031,49.4,74.1,42000,51000,0,0,0.0,N,N,N,37.485636,126.929936
0,아파트,A01,태화그린,14351,10,1,19920530,55.05,74.29,0,0,0,0,0.0,N,N,N,37.472145,126.942498
0,아파트,A01,테라스시티(도시형),140776,35,1,20130718,19.75,19.75,0,0,0,0,0.0,N,N,N,37.480359,126.914364
0,아파트,A01,투니온(도시형),135303,16,1,20200402,15.54,27.27,0,0,0,0,0.0,N,N,N,37.483463,126.914652
0,아파트,A01,파로스프라자(주상복합),102817,38,2,20090420,111.19,111.19,53000,63000,36000,40000,0.0,N,N,N,37.464195,126.919537
0,아파트,A01,푸리마타운(도시형),108294,86,1,20140522,17.14,24.33,12000,13200,0,0,0.0,N,N,N,37.483388,126.927469
0,아파트,A01,프라비다트라움(도시형),107704,130,1,20131217,21.69,21.71,12000,14000,12000,12000,0.0,N,N,N,37.484835,126.928082
0,아파트,A01,하나빌(도시형),121883,8,1,20180104,37.88,62.29,0,0,0,0,0.0,N,N,N,37.469189,126.936142
0,아파트,A01,하이원로얄캐슬,113181,25,1,20150616,39.56,74.86,0,0,0,0,0.0,N,N,N,37.469002,126.94089
0,아파트,A01,한라타운,10966,73,1,20010629,87.03,105.8,69000,70500,0,0,0.0,N,N,N,37.47652,126.91513
0,아파트,A01,한림,9661,32,4,20010212,38.06,76.9,0,0,0,0,0.0,N,N,N,37.489229,126.922627
0,아파트,A01,한양,61,132,3,19920218,101.56,101.56,57000,70000,39000,39000,0.0,N,N,N,37.473128,126.914988
0,아파트,A01,한차임빌(도시형),147051,15,1,20211129,34.19,36.86,0,0,0,0,0.0,N,N,N,37.485332,126.910932
0,아파트,A01,현대,59,336,5,19911012,85.14,101.02,43000,72000,29500,32000,0.0,N,N,N,37.464207,126.937691
0,아파트,A01,현대(201동),8878,112,1,19961220,86.89,140.88,60000,69500,0,0,0.0,N,N,N,37.48465,126.908896
0,아파트,A01,호등자이젠,19422,18,1,20040416,114.25,123.37,0,0,0,0,0.0,N,N,N,37.480207,126.900867
0,아파트,A01,효림다온,26099,40,1,20071030,88.82,105.42,70000,70000,51000,51000,0.0,N,N,N,37.48412,126.93638
0,아파트,A01,효산센터뷰(주상복합),111889,8,1,20151112,77.3,77.3,53000,53000,0,0,0.0,N,N,N,37.483287,126.914525
0,아파트,A01,흥원,11416,19,1,20020531,79.5,132.83,0,0,0,0,0.0,N,N,N,37.47819,126.91362
0,아파트,A01,힐스테이트뉴포레(주상복합),148337,1143,7,20220829,66.6,112.58,90000,170000,0,0,0.0,N,N,N,37.484267,126.90515
0,아파트,A01,광나루현대,80,380,3,19960417,103.72,104.14,110000,150000,60000,65000,0.0,N,N,N,37.547082,127.108314
0,아파트,A01,광장극동2차,67,896,11,19890324,92.66,179.36,147000,230000,49000,95000,0.0,N,N,N,37.54374,127.104913
0,아파트,A01,광장금호베스트빌,3334,242,4,20010618,81.14,108.34,97000,130000,75000,75000,0.0,N,N,N,37.54375,127.09398
0,아파트,A01,광장빌리지(도시형),120930,29,3,20151007,65.19,101.3,53000,55000,0,0,0.0,N,N,N,37.541832,127.10056
0,아파트,A01,광장신동아파밀리에,3335,302,8,20071015,107.02,107.5,125000,155000,80000,85000,0.0,N,N,N,37.546893,127.10483
0,아파트,A01,광장자이,27136,122,2,20081202,157.52,306.36,220000,450000,180000,180000,0.0,N,N,N,37.542673,127.095002
0,아파트,A01,광장현대3단지,74,1056,10,19901020,73.22,106.3,96000,159000,47400,85000,0.0,N,N,N,37.540702,127.098828
0,아파트,A01,광장현대5단지,75,581,6,19890421,73.68,104.99,110000,168000,73000,78000,0.0,N,N,N,37.539665,127.099836
0,아파트,A01,광장현대파크빌10차,24721,1170,13,20000831,75.12,99.82,112000,170000,60500,90000,0.0,N,N,N,37.544274,127.101682
0,아파트,A01,광장현대홈타운11차,3336,159,8,20031028,109.08,109.51,185000,205000,115000,126000,0.0,N,N,N,37.54332,127.09737
0,아파트,A01,광장현대홈타운12차,9943,119,2,20040901,180.11,185.57,0,0,0,0,0.0,N,N,N,37.544915,127.102964
0,아파트,A01,광장힐스테이트,100514,453,5,20120328,82.75,161.33,155000,229000,80000,160000,0.0,N,N,N,37.543547,127.099665
0,아파트,A01,광진월드메르디앙1차(도시형),157959,10,1,20221011,61.45,66.62,105000,105000,0,0,0.0,N,N,N,37.551696,127.110061
0,아파트,A01,광희현대타워,120805,7,1,20170411,114.92,141.27,0,0,0,0,0.0,N,N,N,37.541937,127.101225
0,아파트,A01,극동1차,66,448,5,19850914,103.63,179.12,160000,220000,57000,100000,0.0,N,N,N,37.543391,127.104103
0,아파트,A01,노블빌리지,151158,12,1,20070329,154.43,190.57,210000,239000,0,0,0.0,N,N,N,37.541862,127.103062
0,아파트,A01,다강리버빌,17002,9,1,19941027,189.86,252.44,230000,230000,150000,150000,0.0,N,N,N,37.548647,127.109967
0,아파트,A01,동북아스위트힐(107),102037,13,1,20060412,104.59,104.6,80000,80000,0,0,0.0,N,N,N,37.551598,127.109788
0,아파트,A01,동북아스위트힐(118),23728,17,1,20080124,99.19,99.19,85000,85000,0,0,0.0,N,N,N,37.551046,127.109455
0,아파트,A01,삼성2차,69,195,2,19890215,79.48,105.04,90000,120000,30000,68000,0.0,N,N,N,37.542682,127.102086
0,아파트,A01,상록타워,115163,200,1,19970113,74.44,127.31,70000,128000,40000,45000,0.0,N,N,N,37.542449,127.100986
0,아파트,A01,연세리버빌6차,3177,19,1,19970809,176.89,227.64,185000,185000,0,0,0.0,N,N,N,37.548465,127.108987
0,아파트,A01,워커힐,70,576,14,19781113,164.03,250.06,265000,350000,100000,120000,0.0,N,N,N,37.551047,127.107191
0,아파트,A01,워커힐리버빌,3178,18,1,19971103,238.08,256.43,300000,300000,0,0,0.0,N,N,N,37.549831,127.109718
0,아파트,A01,워커힐팰리스(주상복합),19476,48,1,20050912,94.89,236.31,90000,140000,0,0,0.0,N,N,N,37.550147,127.109726
0,아파트,A01,워커힐푸르지오,71,200,2,20130816,90.21,119.76,99000,160000,56000,96000,0.0,N,N,N,37.549716,127.108746
0,아파트,A01,워커힐현대빌,3181,19,1,19941014,144.78,145.09,102000,130000,70000,75000,0.0,N,N,N,37.551733,127.110399
0,아파트,A01,유진스웰(주상복합),102637,52,1,20110209,166.3,255.99,175000,250000,0,0,0.0,N,N,N,37.550476,127.109212
0,아파트,A01,이성리베바움(주상복합),110080,12,1,20130724,39.93,74.28,60000,83000,0,0,0.0,N,N,N,37.551335,127.109621
0,아파트,A01,청구,73,654,4,19960705,91.7,109.1,93000,138000,55000,85000,0.0,N,N,N,37.542289,127.096557
0,아파트,A01,한강,17005,16,1,19960801,73.82,115.24,0,0,0,0,0.0,N,N,N,37.547893,127.108315
0,아파트,A01,한강현대,114575,15,1,20161208,49.58,85.28,0,0,0,0,0.0,N,N,N,37.541901,127.101013
0,아파트,A01,현대8단지,76,537,3,19950327,95.86,112.39,100000,165000,75000,75000,0.0,N,N,N,37.542105,127.099694
0,아파트,A01,현대9단지,77,437,5,19990430,81.15,108.95,104000,150000,58000,85000,0.0,N,N,N,37.542378,127.097619
0,아파트,A01,현대그린빌,144448,8,1,20010801,74.98,75.01,0,0,0,0,0.0,N,N,N,37.545443,127.102048
0,아파트,A01,현대리버빌,3180,38,2,19970415,240.78,295.42,285000,300000,0,0,0.0,N,N,N,37.54873,127.109482
0,아파트,A01,현대아이빌라트,17020,19,1,20020509,182.93,270.71,0,0,85000,85000,0.0,N,N,N,37.549231,127.105174
0,아파트,A01,흥화빌라트,3182,19,1,19980520,190.6,260.5,230000,230000,0,0,0.0,N,N,N,37.546441,127.109351
0,아파트,A01,AZ0213(도시형),110850,12,1,20140429,54.04,54.04,0,0,0,0,0.0,N,N,N,37.539463,127.084121
0,아파트,A01,K-타워(도시형),123955,11,1,20181030,22.11,54.85,0,0,0,0,0.0,N,N,N,37.538599,127.094164
0,아파트,A01,MY,25418,1,1,20130306,68.04,68.04,0,0,0,0,0.0,N,N,N,37.541632,127.084932
0,아파트,A01,MY(도시형),120820,12,1,20130306,15.46,20.37,0,0,0,0,0.0,N,N,N,37.541662,127.084951
0,아파트,A01,NACH빌라트,24644,14,1,20020716,149.82,149.83,130000,150000,0,0,0.0,N,N,N,37.536066,127.089933
0,아파트,A01,e편한세상광진그랜드파크,125105,730,11,202201,105.98,145.08,160000,250000,100000,160000,0.0,N,N,N,37.5432,127.081263
0,아파트,A01,강변,27783,23,1,20040116,23.6,122.8,0,0,0,0,0.0,N,N,N,37.539913,127.095502
0,아파트,A01,강변SK뷰(주상복합),109358,197,2,20170714,110.87,136.88,140000,149000,76000,85000,0.0,N,N,N,37.538823,127.090119
0,아파트,A01,강변우성,79,354,3,19921226,98.45,98.53,123000,130000,58000,73000,0.0,N,N,N,37.535178,127.092705
0,아파트,A01,강변현대하이엘(주상복합),10638,67,1,20040719,112.71,223.87,110000,200000,80000,90000,0.0,N,N,N,37.53417,127.09226
0,아파트,A01,광남캐스빌(198-4),23115,18,1,20030130,74.83,97.01,0,0,45000,45000,0.0,N,N,N,37.540129,127.095802
0,아파트,A01,광남캐스빌(620-6),107185,15,1,20030512,54.41,72.67,0,0,0,0,0.0,N,N,N,37.545999,127.085705
0,아파트,A01,광진더프레236(주상복합),149259,29,1,20220610,89.8,152.66,94340,192919,70000,70000,0.0,N,N,N,37.542596,127.084617
0,아파트,A01,광진파크프라이빗,134803,58,2,20200915,38.76,82.34,39000,90000,0,0,0.0,N,N,N,37.543148,127.091947
0,아파트,A01,광진파크하우스(도시형),144683,77,1,20230302,58.95,59.9,55000,66000,37000,37000,0.0,N,N,N,37.547543,127.087526
0,아파트,A01,광진해모로리버뷰(주상복합),27528,83,2,20090630,90.07,204.25,150000,250000,110000,120000,0.0,N,N,N,37.533398,127.09215
0,아파트,A01,구의삼성쉐르빌(주상복합),3338,251,1,20011110,111.2,402.27,105000,185000,110000,120000,0.0,N,N,N,37.539896,127.094764
0,아파트,A01,구의새한,3183,126,5,20001024,79.24,112.84,105000,130000,45000,60000,0.0,N,N,N,37.541089,127.088141
0,아파트,A01,구의아차산한라,102239,72,2,20090710,75.88,101.18,70000,83000,52000,58000,0.0,N,N,N,37.554141,127.097036
0,아파트,A01,구의아크로리버(주상복합),3337,220,2,20040113,161.86,205.06,165000,220000,100000,140000,0.0,N,N,N,37.536241,127.092862
0,아파트,A01,구의자이르네,127131,85,1,20210608,31.23,105.51,25000,138000,75000,80000,0.0,N,N,N,37.545598,127.088814
0,아파트,A01,구의조합현대7단지,83,273,3,19971226,93.64,118.94,89000,125000,50000,68000,0.0,N,N,N,37.536536,127.091353
0,아파트,A01,구의청정,102802,17,1,20040127,75.07,98.43,0,0,0,0,0.0,N,N,N,37.543351,127.089449
0,아파트,A01,구의현대2단지,81,1606,15,19961212,104.0,107.75,110000,153000,68000,85000,0.0,N,N,N,37.53951,127.096126
0,아파트,A01,구의현진에버빌,22112,62,1,20060329,91.51,116.55,92000,120000,0,0,0.0,N,N,N,37.542908,127.092747
0,아파트,A01,구의홀가하우스(도시형),135468,20,1,20200820,28.34,50.86,0,0,27000,28000,0.0,N,N,N,37.546314,127.08632
0,아파트,A01,그레이스홈타운101,100688,11,1,20051202,66.94,159.75,88000,88000,0,0,0.0,N,N,N,37.542487,127.093046
0,아파트,A01,그레이스홈타운102,100690,12,1,20051202,75.51,121.23,77000,92000,0,0,0.0,N,N,N,37.542332,127.092788
0,아파트,A01,노블리스,111846,10,1,20020927,102.77,131.14,83000,83000,0,0,0.0,N,N,N,37.549831,127.093037
0,아파트,A01,뉴그린빌리지(도시형),156920,18,1,20170313,28.09,81.67,0,0,0,0,0.0,N,N,N,37.535808,127.090359
0,아파트,A01,대영(헤스티아),19342,38,2,20040807,90.29,258.07,90000,90000,0,0,0.0,N,N,N,37.542045,127.083682
0,아파트,A01,데쟈뷰,132848,14,1,20060131,57.43,101.39,0,0,0,0,0.0,N,N,N,37.55021,127.094375
0,아파트,A01,도성,110579,12,1,20031028,78.76,78.76,60000,60000,0,0,0.0,N,N,N,37.544118,127.086056
0,아파트,A01,동우,107368,12,1,20111214,57.84,81.68,60000,60000,0,0,0.0,N,N,N,37.552515,127.093004
0,아파트,A01,드림팰리스5차(도시형),137604,15,1,20161130,31.91,57.75,0,0,0,0,0.0,N,N,N,37.544627,127.082333
0,아파트,A01,래미안파크스위트,112339,854,12,20180927,83.41,187.21,118000,380000,68000,138000,0.0,N,N,N,37.546242,127.089759
0,아파트,A01,로젠스톤(도시형),116211,18,1,20170214,31.56,121.93,0,0,0,0,0.0,N,N,N,37.540441,127.083661
0,아파트,A01,롯데홈타워빌,126917,16,1,20180412,24.78,35.22,0,0,0,0,0.0,N,N,N,37.541314,127.084565
0,아파트,A01,리치캐슬,111623,14,1,20120202,70.41,82.17,0,0,0,0,0.0,N,N,N,37.554344,127.094069
0,아파트,A01,명성,25661,18,1,20030812,49.52,123.37,0,0,0,0,0.0,N,N,N,37.54271,127.085779
0,아파트,A01,명진센트라임3(도시형),137612,12,1,20201207,37.34,41.83,0,0,0,0,0.0,N,N,N,37.540778,127.084199
0,아파트,A01,빌라드리치(도시형),153963,26,2,20201012,34.49,56.77,0,0,0,0,0.0,N,N,N,37.542754,127.091775
0,아파트,A01,선화,113139,12,1,20030829,76.52,106.07,0,0,0,0,0.0,N,N,N,37.551307,127.092917
0,아파트,A01,성동강변파크빌,3184,98,1,20010927,75.95,109.2,89000,120000,50000,50000,0.0,N,N,N,37.537845,127.092775
0,아파트,A01,성원쌍떼빌,116625,19,1,20030526,66.7,119.96,0,0,0,0,0.0,N,N,N,37.553848,127.092335
0,아파트,A01,세림리오빌,11714,60,1,20050902,105.78,146.77,0,0,0,0,0.0,N,N,N,37.5392,127.09206
0,아파트,A01,세양,3339,130,2,20020123,115.54,115.54,137000,137000,0,0,0.0,N,N,N,37.537557,127.094011
0,아파트,A01,솔렌시아(도시형),109844,29,1,20150122,18.73,45.11,32000,32000,0,0,0.0,N,N,N,37.541237,127.083975
0,아파트,A01,솔렌시아2(도시형),112836,29,1,20151214,42.62,67.44,0,0,0,0,0.0,N,N,N,37.543036,127.084734
0,아파트,A01,스타파크(59-1),151062,29,1,20220722,58.91,70.96,79000,80000,0,0,0.0,N,N,N,37.548995,127.092015
0,아파트,A01,스타파크(80-37),135606,22,1,20181029,65.97,69.93,84000,85000,0,0,0.0,N,N,N,37.54567,127.085656
0,아파트,A01,신덕하이빌,107498,16,1,20010621,71.73,92.9,80000,80000,0,0,0.0,N,N,N,37.542529,127.090308
0,아파트,A01,신원빌라트,17073,18,1,19960615,194.41,261.57,200000,250000,0,0,0.0,N,N,N,37.536267,127.089573
0,아파트,A01,아델리오(도시형),128509,14,1,20190121,28.96,40.07,0,0,0,0,0.0,N,N,N,37.538418,127.088629
0,아파트,A01,"아스하임(243-3,도시형)",132803,9,1,20200623,26.7,58.81,0,0,20000,20000,0.0,N,N,N,37.538476,127.088282
0,아파트,A01,"아스하임(243-56,도시형)",112586,23,1,20141001,19.05,23.43,0,0,0,0,0.0,N,N,N,37.538358,127.088118
0,아파트,A01,"아스하임(252-100,도시형)",111181,12,1,20140807,18.64,49.07,0,0,0,0,0.0,N,N,N,37.538624,127.084007
0,아파트,A01,아차산인앤인W클래스,25940,31,3,20070628,123.68,204.2,130000,155000,0,0,0.0,N,N,N,37.549701,127.093819
0,아파트,A01,아차산포레안,101433,125,3,20101230,80.23,146.28,110000,125000,80000,95000,0.0,N,N,N,37.548337,127.093349
0,아파트,A01,아하바하우스(주상복합),116391,8,1,20161110,38.96,38.97,0,0,0,0,0.0,N,N,N,37.541138,127.084507
0,아파트,A01,알펜시아9차(도시형),152645,10,1,20180413,58.81,67.74,0,0,0,0,0.0,N,N,N,37.539769,127.092767
0,아파트,A01,우남위시빌,19395,19,1,20030411,58.0,101.87,85000,85000,0,0,0.0,N,N,N,37.535452,127.089681
0,아파트,A01,우신,123228,10,1,20030217,59.31,94.59,0,0,0,0,0.0,N,N,N,37.5415,127.092165
0,아파트,A01,욱현,108010,8,1,20030329,125.63,160.77,0,0,0,0,0.0,N,N,N,37.550931,127.092061
0,아파트,A01,은진,142124,10,1,20020629,60.48,85.98,0,0,0,0,0.0,N,N,N,37.549975,127.093131
0,아파트,A01,제이캐슬,149129,12,1,20200427,41.22,55.89,0,0,0,0,0.0,N,N,N,37.547334,127.088146
0,아파트,A01,주성힐스톤,109061,48,2,20140314,69.24,101.42,75000,85000,0,0,0.0,N,N,N,37.543275,127.091226
0,아파트,A01,진성파크뷰(도시형),151947,20,1,20220822,29.11,32.29,0,0,0,0,0.0,N,N,N,37.544933,127.082459
0,아파트,A01,테라펠리스건대3차(주상복합),135194,29,1,20210405,17.42,38.56,24000,24000,0,0,0.0,N,N,N,37.537982,127.086488
0,아파트,A01,파르네빌,102865,19,1,20080218,166.01,232.98,165000,170000,0,0,0.0,N,N,N,37.536058,127.091303
0,아파트,A01,파인캐슬,121685,8,1,20180612,77.32,81.17,0,0,0,0,0.0,N,N,N,37.546226,127.086978
0,아파트,A01,파크타운,112103,28,1,20151020,73.91,79.3,76000,81500,0,0,0.0,N,N,N,37.551379,127.090539
0,아파트,A01,퓨젼빌,108249,12,1,20030620,82.81,94.16,0,0,0,0,0.0,N,N,N,37.538587,127.090921
0,아파트,A01,하늘애,103832,19,1,20081024,89.34,95.39,0,0,0,0,0.0,N,N,N,37.54258,127.09102
0,아파트,A01,하우트빌(도시형),135945,8,1,20201015,29.83,29.83,0,0,0,0,0.0,N,N,N,37.54136,127.084381
0,아파트,A01,한솔,19561,15,1,20020527,101.96,126.62,0,0,0,0,0.0,N,N,N,37.550782,127.092516
0,아파트,A01,한양에버빌(도시형),148222,15,1,20211020,35.77,62.34,0,0,0,0,0.0,N,N,N,37.54454,127.090008
0,아파트,A01,한영해시안(주상복합),149122,29,1,20200521,68.51,68.78,84000,85000,0,0,0.0,N,N,N,37.548988,127.08997
0,아파트,A01,해성,114738,14,1,20021126,50.92,94.5,0,0,0,0,0.0,N,N,N,37.551184,127.092506
0,아파트,A01,현대6단지,82,421,3,19940429,103.31,103.55,120000,130000,65000,70000,0.0,N,N,N,37.538695,127.094439
0,아파트,A01,현대폴라트리움13차(주상복합),10088,92,1,20060630,101.7,182.33,130000,190000,0,0,0.0,N,N,N,37.539454,127.094656
0,아파트,A01,현대프라임,84,1592,15,19970328,81.84,220.03,106000,280000,51000,165000,0.0,N,N,N,37.53731,127.09798
0,아파트,A01,"힐하우스(민간임대,도시형)",154108,73,1,20150129,21.47,72.73,0,0,0,0,0.0,N,N,N,37.533651,127.090347
0,아파트,A01,광진동양파라곤1단지(주상복합),22286,79,2,20080204,102.49,160.53,115000,125000,0,0,0.0,N,N,N,37.54862,127.07018
0,아파트,A01,광진동양파라곤2단지(주상복합),101893,43,1,20080125,89.85,102.52,92000,99000,0,0,0.0,N,N,N,37.548459,127.069673
0,아파트,A01,광진두산위브파크(주상복합),24883,90,2,20080929,159.62,268.4,120000,135000,0,0,0.0,N,N,N,37.54841,127.07105
0,아파트,A01,대명이튼캐슬(도시형),125221,123,7,20190208,25.38,80.31,35000,35000,0,0,0.0,N,N,N,37.549141,127.071512
0,아파트,A01,메이저빌(도시형),112984,15,1,20160610,24.68,54.97,0,0,0,0,0.0,N,N,N,37.555672,127.073703
0,아파트,A01,뫼비우스,126131,16,1,20190603,31.36,33.46,0,0,0,0,0.0,N,N,N,37.557435,127.073003
0,아파트,A01,서원힐탑,3185,56,2,19940802,74.16,112.24,71000,71000,0,0,0.0,N,N,N,37.55213,127.07186
0,아파트,A01,시티하임,157644,24,2,20201223,20.58,34.13,0,0,0,0,0.0,N,N,N,37.552729,127.075531
