,complexNo,complexName,cortarNo,realEstateTypeCode,realEstateTypeName,detailAddress,latitude,longitude,totalHouseholdCount,totalBuildingCount,highFloor,lowFloor,useApproveYmd,dealCount,leaseCount,rentCount,shortTermRentCount,cortarAddress,gu_cortarNo,gu_cortarName,dong_cartarName
1,107903,서초포레스타5단지,1165011100,APT,아파트,579,37.451524,127.057141,547.0,11.0,17.0,5.0,20140508,20.0,8.0,3.0,0.0,서울시 서초구 신원동,1165000000,서초구,신원동
2,108834,서초포레스타6단지,1165011100,APT,아파트,619,37.449807,127.055535,585.0,11.0,7.0,7.0,20150407,10.0,2.0,2.0,0.0,서울시 서초구 신원동,1165000000,서초구,신원동
3,107069,서초포레스타7단지,1165011100,APT,아파트,615,37.448747,127.056906,310.0,10.0,7.0,6.0,201310,5.0,4.0,1.0,0.0,서울시 서초구 신원동,1165000000,서초구,신원동
4,107070,힐스테이트서초젠트리스,1165011100,APT,아파트,557,37.456285,127.057657,256.0,9.0,9.0,5.0,20141219,7.0,7.0,3.0,0.0,서울시 서초구 신원동,1165000000,서초구,신원동
0,141586,강남월드메르디앙프레스티지(주상복합),1165010200,APT,아파트,11-11,37.484366,127.036286,29.0,1.0,11.0,11.0,20221118,3.0,8.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
1,107587,경희궁,1165010200,APT,아파트,317-4,37.469779,127.040272,10.0,1.0,5.0,5.0,20011110,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
2,114298,광정,1165010200,APT,아파트,7-17,37.483975,127.0404,11.0,1.0,6.0,6.0,20040407,0.0,1.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
3,15600,그린씨티,1165010200,APT,아파트,376-4,37.470925,127.044972,11.0,1.0,6.0,6.0,20030113,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
4,101653,금강,1165010200,APT,아파트,352-13,37.467345,127.04461,19.0,1.0,6.0,6.0,20030205,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
5,16923,금일,1165010200,APT,아파트,6-11,37.48252,127.041432,10.0,1.0,5.0,5.0,20020823,2.0,1.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
6,25679,길명오퍼스,1165010200,APT,아파트,9-38,37.482475,127.039682,19.0,1.0,6.0,5.0,20050205,1.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
7,122410,노블하우스,1165010200,APT,아파트,325-1,37.469898,127.040585,15.0,1.0,5.0,5.0,20010306,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
8,16937,누리빌,1165010200,APT,아파트,385-11,37.470288,127.048654,10.0,1.0,6.0,6.0,20020511,0.0,1.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
9,102484,뉴현대,1165010200,APT,아파트,292,37.47326,127.045055,14.0,1.0,7.0,7.0,19920626,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
10,22992,다원,1165010200,APT,아파트,340-8,37.46944,127.04401,12.0,1.0,7.0,7.0,20021206,0.0,1.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
11,116380,대흥,1165010200,APT,아파트,7-45,37.483193,127.040827,16.0,1.0,5.0,4.0,20020916,1.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
12,102221,동원,1165010200,APT,아파트,352-11,37.467152,127.044183,11.0,1.0,6.0,6.0,20010927,1.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
13,11623,동원그린,1165010200,APT,아파트,362-6,37.46821,127.04577,11.0,1.0,6.0,6.0,20020521,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
14,19249,드림펠리스,1165010200,APT,아파트,6-12,37.482288,127.041673,34.0,3.0,6.0,6.0,20040713,1.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
15,138903,런던빌양재,1165010200,APT,아파트,402-2,37.472101,127.049989,16.0,1.0,7.0,7.0,20210115,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
16,128963,리시본하우스,1165010200,APT,아파트,15-11,37.481117,127.03869,27.0,1.0,11.0,10.0,20200608,4.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
17,106835,리젠시,1165010200,APT,아파트,401,37.472214,127.049444,10.0,1.0,5.0,5.0,20010525,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
18,102419,리치스,1165010200,APT,아파트,391-12,37.471412,127.047181,19.0,1.0,7.0,7.0,20011121,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
19,101503,마로니에,1165010200,APT,아파트,352-7,37.466725,127.043703,11.0,1.0,6.0,6.0,20021231,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
20,26368,메르디안하우스,1165010200,APT,아파트,122-2,37.47572,127.03732,16.0,1.0,8.0,8.0,20011221,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
21,13893,메이저,1165010200,APT,아파트,3-12,37.483254,127.041886,11.0,1.0,7.0,5.0,20021123,1.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
22,16924,미라보,1165010200,APT,아파트,10-13,37.483088,127.036981,15.0,1.0,5.0,5.0,19920302,2.0,0.0,3.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
23,24689,미영,1165010200,APT,아파트,6-29,37.482023,127.041201,36.0,3.0,6.0,5.0,20031219,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
24,119701,반트하임(도시형),1165010200,APT,아파트,112-1,37.476128,127.036371,40.0,4.0,6.0,6.0,20160927,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
25,22324,베누시아,1165010200,APT,아파트,17-33,37.481136,127.039596,20.0,1.0,7.0,7.0,20040901,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
26,102475,블루하이츠,1165010200,APT,아파트,379-3,37.47124,127.04603,16.0,1.0,8.0,8.0,20000623,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
27,117726,비버리하임(도시형),1165010200,APT,아파트,5-12,37.479703,127.040156,60.0,6.0,6.0,6.0,20170714,7.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
28,133203,비젼(101동),1165010200,APT,아파트,17-35,37.481383,127.039762,19.0,1.0,7.0,5.0,20030220,0.0,1.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
29,16926,"비젼(102,103동)",1165010200,APT,아파트,16-22,37.48091,127.039907,37.0,2.0,7.0,5.0,20030220,1.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
30,15612,새티스(359),1165010200,APT,아파트,359,37.468561,127.044504,19.0,1.0,5.0,5.0,20001229,0.0,3.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
31,109639,새티스(402-10),1165010200,APT,아파트,402-10,37.471172,127.049886,16.0,1.0,7.0,5.0,20010920,1.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
32,138745,서방(주상복합),1165010200,APT,아파트,107-5,37.476483,127.036522,16.0,1.0,9.0,9.0,19971124,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
33,116567,서초,1165010200,APT,아파트,322,37.470743,127.040696,10.0,1.0,5.0,5.0,20010425,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
34,122852,서초미르,1165010200,APT,아파트,402-5,37.471698,127.050338,8.0,1.0,7.0,7.0,20160420,2.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
35,119028,선경에버빌,1165010200,APT,아파트,382,37.470578,127.046367,10.0,1.0,5.0,5.0,20021213,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
36,15608,성영,1165010200,APT,아파트,206-7,37.465499,127.035228,14.0,1.0,5.0,4.0,20020416,1.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
37,12718,시그마,1165010200,APT,아파트,302,37.47464,127.04496,16.0,1.0,6.0,5.0,20020429,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
38,8287,신영체르니,1165010200,APT,아파트,90,37.479213,127.041384,175.0,1.0,9.0,6.0,20020830,7.0,0.0,2.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
39,13892,아원데코빌,1165010200,APT,아파트,206-8,37.465675,127.035419,14.0,1.0,7.0,7.0,20010910,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
40,104151,양재,1165010200,APT,아파트,8-24,37.483799,127.039087,15.0,1.0,6.0,6.0,20011231,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
41,506,양재대웅(우성112동),1165010200,APT,아파트,137-1,37.475124,127.032765,54.0,1.0,10.0,7.0,19911129,1.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
42,15604,양재리치타운,1165010200,APT,아파트,203-2,37.46669,127.03476,19.0,1.0,6.0,5.0,20020629,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
43,10328,양재메트로,1165010200,APT,아파트,312-1,37.47188,127.04052,19.0,1.0,7.0,6.0,20020726,0.0,1.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
44,142863,양재비버리하임3차(도시형),1165010200,APT,아파트,328-1,37.468626,127.041136,40.0,3.0,6.0,6.0,202110,2.0,3.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
45,142453,양재삼성베스트빌(도시형),1165010200,APT,아파트,379,37.471085,127.045577,20.0,1.0,6.0,6.0,20190124,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
46,16932,양재삼익,1165010200,APT,아파트,91,37.478532,127.040714,18.0,1.0,10.0,9.0,19930315,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
47,504,양재우성,1165010200,APT,아파트,154-2,37.474905,127.031343,794.0,10.0,15.0,12.0,19911129,14.0,21.0,2.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
48,505,양재우성KBS(113동),1165010200,APT,아파트,160-2,37.477814,127.028942,150.0,1.0,14.0,11.0,19961231,2.0,5.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
49,14187,양재테크노,1165010200,APT,아파트,286-6,37.473458,127.047257,19.0,1.0,5.0,4.0,20010720,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
50,16934,양재테크노2차,1165010200,APT,아파트,6-13,37.482434,127.041874,19.0,1.0,7.0,5.0,20020404,0.0,0.0,1.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
51,104150,양재테크노3차,1165010200,APT,아파트,6-36,37.481832,127.041079,19.0,1.0,7.0,6.0,20021031,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
52,25280,양재테크노5차,1165010200,APT,아파트,7-39,37.483259,127.040326,18.0,1.0,6.0,6.0,20030610,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
53,111801,양재파크뷰,1165010200,APT,아파트,8-37,37.48361,127.039191,7.0,1.0,7.0,7.0,20021122,1.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
54,27183,양재한신휴플러스(주상복합),1165010200,APT,아파트,12-10,37.483954,127.034957,46.0,1.0,15.0,14.0,20051222,2.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
55,103563,양재현대,1165010200,APT,아파트,306-11,37.473956,127.044232,14.0,1.0,5.0,4.0,20030117,1.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
56,147162,에이치빌(도시형),1165010200,APT,아파트,307-7,37.473384,127.044176,22.0,1.0,5.0,4.0,20111128,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
57,106591,우면파크,1165010200,APT,아파트,385-9,37.470259,127.048428,10.0,1.0,6.0,6.0,20030226,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
58,109429,월드빌,1165010200,APT,아파트,20-18,37.479367,127.039302,15.0,1.0,6.0,6.0,20020903,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
59,13381,위너스,1165010200,APT,아파트,15-9,37.480705,127.038753,13.0,1.0,7.0,6.0,20030908,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
60,16942,인랜드,1165010200,APT,아파트,363-3,37.468812,127.046615,12.0,1.0,6.0,6.0,20020325,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
61,116611,중앙클래식,1165010200,APT,아파트,8-14,37.484085,127.039047,16.0,1.0,6.0,6.0,20170410,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
62,111488,진흥(아마란스),1165010200,APT,아파트,16-10,37.47985,127.039963,15.0,1.0,4.0,3.0,20050517,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
63,13360,초원탑스빌,1165010200,APT,아파트,203-11,37.46652,127.03456,12.0,1.0,7.0,7.0,20030612,0.0,1.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
64,116507,태양파크빌,1165010200,APT,아파트,8-36,37.483612,127.039308,11.0,1.0,7.0,6.0,20020917,2.0,2.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
65,101256,파빌리온,1165010200,APT,아파트,402-6,37.47151,127.050425,30.0,2.0,6.0,3.0,20031212,2.0,1.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
66,10022,파크뷰,1165010200,APT,아파트,389-2,37.47094,127.04733,15.0,1.0,7.0,5.0,20020425,0.0,0.0,1.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
67,10228,파크사이드,1165010200,APT,아파트,333-9,37.470601,127.043065,14.0,1.0,7.0,7.0,20020527,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
68,13942,포레스빌,1165010200,APT,아파트,119-3,37.47472,127.03649,19.0,1.0,7.0,6.0,20020426,1.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
69,153042,풍원하임빌(도시형),1165010200,APT,아파트,364-5,37.469307,127.046648,28.0,2.0,6.0,6.0,20170412,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
70,16947,프라임,1165010200,APT,아파트,402-13,37.470971,127.049527,10.0,1.0,6.0,6.0,20021014,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
71,17532,한솔로이젠트(주상복합),1165010200,APT,아파트,11-17,37.484526,127.03659,68.0,1.0,20.0,20.0,20061229,3.0,2.0,4.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
72,13563,한아름,1165010200,APT,아파트,3-1,37.48414,127.04128,19.0,1.0,7.0,5.0,20030128,1.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
73,110672,한일인텔,1165010200,APT,아파트,66-3,37.478632,127.037581,12.0,1.0,6.0,6.0,20060410,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
74,13449,해청,1165010200,APT,아파트,19,37.481161,127.040568,16.0,1.0,7.0,6.0,20030709,1.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
75,110126,해청3차,1165010200,APT,아파트,15-12,37.481343,127.03853,19.0,1.0,7.0,5.0,20040726,0.0,1.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
76,102237,해청파인빌,1165010200,APT,아파트,19-1,37.480728,127.040415,15.0,1.0,6.0,5.0,20040310,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
77,10883,현대,1165010200,APT,아파트,370,37.470287,127.04403,19.0,1.0,7.0,6.0,19931227,0.0,1.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
78,23981,현대타운,1165010200,APT,아파트,16-19,37.480568,127.039592,34.0,2.0,6.0,4.0,20051004,1.0,1.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
79,24699,현대테라하임(11-120),1165010200,APT,아파트,11-120,37.483275,127.036775,14.0,1.0,7.0,7.0,20060602,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
80,103080,현대테라하임(11-74),1165010200,APT,아파트,11-74,37.483431,127.037113,14.0,1.0,7.0,7.0,20060602,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
81,102676,휴먼시티,1165010200,APT,아파트,402-15,37.470688,127.049067,16.0,1.0,7.0,7.0,20010915,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
82,106786,힐하우스,1165010200,APT,아파트,378-1,37.471499,127.045778,16.0,1.0,8.0,8.0,19980618,0.0,0.0,0.0,0.0,서울시 서초구 양재동,1165000000,서초구,양재동
0,104034,LH서초5단지,1165010300,APT,아파트,789,37.45932,127.025146,358.0,3.0,25.0,13.0,20131204,22.0,22.0,6.0,0.0,서울시 서초구 우면동,1165000000,서초구,우면동
1,507,대림,1165010300,APT,아파트,57,37.473128,127.023475,412.0,6.0,15.0,14.0,19950330,12.0,3.0,3.0,0.0,서울시 서초구 우면동,1165000000,서초구,우면동
2,508,동고,1165010300,APT,아파트,59,37.471401,127.023757,330.0,5.0,15.0,12.0,19950325,14.0,8.0,6.0,0.0,서울시 서초구 우면동,1165000000,서초구,우면동
3,132779,서초LH4단지,1165010300,APT,아파트,788,37.458206,127.023515,424.0,4.0,25.0,21.0,20131204,22.0,26.0,10.0,0.0,서울시 서초구 우면동,1165000000,서초구,우면동
4,106011,서초네이처힐1단지,1165010300,APT,아파트,707,37.463664,127.019856,178.0,10.0,7.0,5.0,20121128,3.0,4.0,1.0,0.0,서울시 서초구 우면동,1165000000,서초구,우면동
5,103950,서초네이처힐2단지,1165010300,APT,아파트,712,37.462787,127.021688,133.0,8.0,7.0,5.0,20120426,1.0,0.0,0.0,0.0,서울시 서초구 우면동,1165000000,서초구,우면동
6,105171,서초네이처힐3단지,1165010300,APT,아파트,717,37.464722,127.027902,1251.0,17.0,19.0,12.0,20130118,15.0,4.0,3.0,0.0,서울시 서초구 우면동,1165000000,서초구,우면동
7,103238,서초네이처힐4단지,1165010300,APT,아파트,720,37.463718,127.02631,409.0,7.0,15.0,14.0,20111212,6.0,2.0,1.0,0.0,서울시 서초구 우면동,1165000000,서초구,우면동
8,105172,서초네이처힐6단지,1165010300,APT,아파트,737,37.461495,127.026712,382.0,7.0,17.0,7.0,20130215,6.0,4.0,0.0,0.0,서울시 서초구 우면동,1165000000,서초구,우면동
9,103239,서초네이처힐7단지,1165010300,APT,아파트,735,37.461908,127.023282,275.0,5.0,17.0,5.0,20111212,2.0,0.0,1.0,0.0,서울시 서초구 우면동,1165000000,서초구,우면동
10,106641,서초리슈빌S(도시형),1165010300,APT,아파트,764,37.456516,127.016265,98.0,1.0,8.0,8.0,20140820,9.0,2.0,2.0,0.0,서울시 서초구 우면동,1165000000,서초구,우면동
11,103648,서초호반써밋,1165010300,APT,아파트,753,37.456552,127.013065,550.0,6.0,25.0,21.0,20131031,14.0,45.0,14.0,0.0,서울시 서초구 우면동,1165000000,서초구,우면동
12,103577,서초힐스,1165010300,APT,아파트,773,37.45746,127.018151,1082.0,12.0,25.0,12.0,20121203,31.0,52.0,17.0,0.0,서울시 서초구 우면동,1165000000,서초구,우면동
13,133486,우리집(도시형),1165010300,APT,아파트,6-3,37.469276,127.025779,10.0,1.0,6.0,6.0,20180725,0.0,0.0,0.0,0.0,서울시 서초구 우면동,1165000000,서초구,우면동
14,510,우면한라,1165010300,APT,아파트,67,37.471696,127.025664,252.0,7.0,6.0,6.0,19940504,9.0,3.0,0.0,0.0,서울시 서초구 우면동,1165000000,서초구,우면동
15,509,코오롱,1165010300,APT,아파트,70,37.472577,127.027654,300.0,6.0,6.0,6.0,19941010,17.0,5.0,3.0,0.0,서울시 서초구 우면동,1165000000,서초구,우면동
0,511,강변,1165010600,APT,아파트,53-15,37.517893,127.012699,360.0,4.0,15.0,15.0,19870715,29.0,32.0,16.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
1,3413,금호베스트빌,1165010600,APT,아파트,58,37.514715,127.014155,117.0,2.0,17.0,9.0,20021104,11.0,15.0,2.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
2,11055,노블레스,1165010600,APT,아파트,59-12,37.50968,127.01522,19.0,1.0,10.0,9.0,20000516,6.0,0.0,0.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
3,8815,대주피오레,1165010600,APT,아파트,31-14,37.5129,127.01696,49.0,1.0,10.0,6.0,20021231,5.0,1.0,0.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
4,26735,데뜨아르,1165010600,APT,아파트,67-1,37.508452,127.008684,22.0,1.0,12.0,12.0,20080422,5.0,3.0,4.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
5,3009,동아,1165010600,APT,아파트,157,37.509144,127.010552,991.0,8.0,20.0,6.0,20020704,83.0,89.0,29.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
6,27236,띠에라하우스,1165010600,APT,아파트,49-37,37.522653,127.016257,15.0,1.0,15.0,15.0,20030830,0.0,0.0,1.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
7,114533,래미안신반포리오센트,1165010600,APT,아파트,161,37.518478,127.013762,475.0,6.0,32.0,15.0,20190621,24.0,11.0,12.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
8,108228,래미안신반포팰리스,1165010600,APT,아파트,158,37.515289,127.012151,843.0,7.0,35.0,15.0,20160622,48.0,30.0,18.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
9,10886,로즈빌,1165010600,APT,아파트,32-10,37.512748,127.015923,19.0,1.0,10.0,10.0,19941226,0.0,0.0,0.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
10,2996,롯데캐슬갤럭시1차,1165010600,APT,아파트,50,37.520366,127.016502,256.0,5.0,25.0,14.0,20020727,11.0,6.0,0.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
11,8502,롯데캐슬갤럭시2차,1165010600,APT,아파트,50-1,37.518663,127.016434,428.0,8.0,28.0,10.0,20040428,11.0,8.0,4.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
12,125899,멀버리힐스(도시형),1165010600,APT,아파트,27-2,37.514436,127.019419,12.0,1.0,13.0,13.0,20220127,4.0,2.0,1.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
13,12979,메이플라워,1165010600,APT,아파트,65-1,37.514048,127.007581,15.0,1.0,9.0,8.0,20030610,0.0,0.0,0.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
14,3520,미주파스텔,1165010600,APT,아파트,54,37.517302,127.011022,91.0,1.0,18.0,11.0,20020704,12.0,4.0,0.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
15,128008,반포르엘,1165010600,APT,아파트,163,37.507594,127.002832,596.0,7.0,35.0,25.0,202208,37.0,61.0,32.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
16,130368,반포르엘2차,1165010600,APT,아파트,164,37.508793,127.002301,280.0,3.0,34.0,22.0,202212,14.0,13.0,8.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
17,118947,반포센트럴자이,1165010600,APT,아파트,162,37.507257,127.00161,757.0,7.0,35.0,20.0,20200428,93.0,67.0,78.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
18,540,반포한신타워,1165010600,APT,아파트,71-11,37.51098,127.00606,250.0,2.0,18.0,8.0,19960805,19.0,36.0,2.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
19,8312,보미리전빌,1165010600,APT,아파트,32-22,37.512298,127.016008,41.0,1.0,11.0,8.0,20010827,4.0,1.0,0.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
20,1168,블루힐하우스,1165010600,APT,아파트,71-1,37.511737,127.006039,125.0,1.0,19.0,14.0,19991106,20.0,17.0,11.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
21,27235,빌폴라리스,1165010600,APT,아파트,49-5,37.522424,127.015841,15.0,1.0,15.0,15.0,20030623,1.0,0.0,0.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
22,13318,새서울,1165010600,APT,아파트,19-4,37.515161,127.017882,20.0,2.0,5.0,5.0,19750519,3.0,1.0,1.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
23,11834,성진준빌라트,1165010600,APT,아파트,48-5,37.511633,127.016186,19.0,1.0,7.0,4.0,20030627,0.0,0.0,0.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
24,114902,세인트빌,1165010600,APT,아파트,49-31,37.52027,127.014366,5.0,1.0,7.0,6.0,20040304,0.0,1.0,0.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
25,529,신반포26차,1165010600,APT,아파트,62-4,37.512957,127.009631,66.0,1.0,11.0,11.0,19841108,1.0,0.0,0.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
26,132385,신반포르엘,1165010600,APT,아파트,52-2 외 1필지,37.516992,127.013686,330.0,3.0,35.0,14.0,202306,8.0,8.0,5.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
27,111703,신반포자이,1165010600,APT,아파트,160,37.510166,127.008408,607.0,7.0,28.0,23.0,20180727,54.0,53.0,32.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
28,137646,신반포중앙하이츠,1165010600,APT,아파트,71-9,37.511531,127.005516,29.0,1.0,13.0,6.0,20210412,8.0,0.0,0.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
29,518,신반포청구,1165010600,APT,아파트,63-2,37.514334,127.008403,347.0,2.0,18.0,14.0,19980124,34.0,24.0,14.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
30,515,신화,1165010600,APT,아파트,54-7,37.515721,127.013735,166.0,1.0,18.0,16.0,19971001,21.0,7.0,0.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
31,113295,아크로리버뷰신반포,1165010600,APT,아파트,159,37.514868,127.007489,595.0,5.0,35.0,28.0,20180604,59.0,40.0,23.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
32,3521,오페라하우스,1165010600,APT,아파트,71,37.512231,127.005908,19.0,1.0,11.0,10.0,19970104,2.0,0.0,0.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
33,101879,유로미,1165010600,APT,아파트,17-10,37.513468,127.015868,11.0,1.0,6.0,6.0,20050906,0.0,0.0,0.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
34,3415,잠원대우아이빌,1165010600,APT,아파트,42-13,37.511452,127.018281,168.0,3.0,12.0,5.0,20010730,12.0,4.0,4.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
35,8225,잠원브라운스톤,1165010600,APT,아파트,67-2,37.508167,127.009095,83.0,1.0,15.0,14.0,20030925,6.0,5.0,1.0,0.0,서울시 서초구 잠원동,1165000000,서초구,잠원동
