,complexNo,complexName,cortarNo,realEstateTypeCode,realEstateTypeName,detailAddress,latitude,longitude,totalHouseholdCount,totalBuildingCount,highFloor,lowFloor,useApproveYmd,dealCount,leaseCount,rentCount,shortTermRentCount,cortarAddress,gu_cortarNo,gu_cortarName,dong_cartarName
75,19561,한솔,1121510300,APT,아파트,56-6,37.550782,127.092516,15.0,1.0,5.0,5.0,20020527,0.0,0.0,0.0,0.0,서울시 광진구 구의동,1121500000,광진구,구의동
76,148222,한양에버빌(도시형),1121510300,APT,아파트,229-43,37.54454,127.090008,15.0,1.0,9.0,9.0,20211020,0.0,0.0,0.0,0.0,서울시 광진구 구의동,1121500000,광진구,구의동
77,149122,한영해시안(주상복합),1121510300,APT,아파트,71-6,37.548988,127.08997,29.0,1.0,11.0,10.0,20200521,3.0,0.0,1.0,0.0,서울시 광진구 구의동,1121500000,광진구,구의동
78,114738,해성,1121510300,APT,아파트,47-23,37.551184,127.092506,14.0,1.0,5.0,4.0,20021126,0.0,0.0,0.0,0.0,서울시 광진구 구의동,1121500000,광진구,구의동
79,82,현대6단지,1121510300,APT,아파트,610,37.538695,127.094439,421.0,3.0,26.0,16.0,19940429,6.0,16.0,0.0,0.0,서울시 광진구 구의동,1121500000,광진구,구의동
80,10088,현대폴라트리움13차(주상복합),1121510300,APT,아파트,199-23,37.539454,127.094656,92.0,1.0,18.0,17.0,20060630,2.0,0.0,0.0,0.0,서울시 광진구 구의동,1121500000,광진구,구의동
81,84,현대프라임,1121510300,APT,아파트,631-1,37.53731,127.09798,1592.0,15.0,30.0,24.0,19970328,99.0,76.0,28.0,0.0,서울시 광진구 구의동,1121500000,광진구,구의동
82,154108,"힐하우스(민간임대,도시형)",1121510300,APT,아파트,596-1,37.533651,127.090347,73.0,1.0,7.0,5.0,20150129,0.0,0.0,0.0,0.0,서울시 광진구 구의동,1121500000,광진구,구의동
0,22286,광진동양파라곤1단지(주상복합),1121510900,APT,아파트,360-20,37.54862,127.07018,79.0,2.0,20.0,5.0,20080204,4.0,0.0,0.0,0.0,서울시 광진구 군자동,1121500000,광진구,군자동
1,101893,광진동양파라곤2단지(주상복합),1121510900,APT,아파트,358-9,37.548459,127.069673,43.0,1.0,15.0,15.0,20080125,2.0,0.0,0.0,0.0,서울시 광진구 군자동,1121500000,광진구,군자동
2,24883,광진두산위브파크(주상복합),1121510900,APT,아파트,503,37.54841,127.07105,90.0,2.0,20.0,14.0,20080929,5.0,0.0,0.0,0.0,서울시 광진구 군자동,1121500000,광진구,군자동
3,125221,대명이튼캐슬(도시형),1121510900,APT,아파트,504,37.549141,127.071512,123.0,7.0,6.0,3.0,20190208,1.0,0.0,0.0,0.0,서울시 광진구 군자동,1121500000,광진구,군자동
4,112984,메이저빌(도시형),1121510900,APT,아파트,157-2,37.555672,127.073703,15.0,1.0,6.0,6.0,20160610,0.0,0.0,0.0,0.0,서울시 광진구 군자동,1121500000,광진구,군자동
5,126131,뫼비우스,1121510900,APT,아파트,91-1,37.557435,127.073003,16.0,1.0,9.0,9.0,20190603,0.0,0.0,0.0,0.0,서울시 광진구 군자동,1121500000,광진구,군자동
6,3185,서원힐탑,1121510900,APT,아파트,100-109,37.55213,127.07186,56.0,2.0,9.0,5.0,19940802,1.0,0.0,0.0,0.0,서울시 광진구 군자동,1121500000,광진구,군자동
7,157644,시티하임,1121510900,APT,아파트,88-43,37.552729,127.075531,24.0,2.0,5.0,5.0,20201223,0.0,0.0,0.0,0.0,서울시 광진구 군자동,1121500000,광진구,군자동
8,110062,에피소드1(도시형),1121510900,APT,아파트,355-5,37.548772,127.068164,72.0,1.0,16.0,13.0,20140709,5.0,0.0,2.0,0.0,서울시 광진구 군자동,1121500000,광진구,군자동
9,3186,일성파크,1121510900,APT,아파트,99,37.551491,127.072442,357.0,2.0,22.0,9.0,19960309,17.0,3.0,1.0,0.0,서울시 광진구 군자동,1121500000,광진구,군자동
10,9149,현대,1121510900,APT,아파트,100-2,37.551966,127.072153,18.0,1.0,9.0,9.0,19930723,2.0,0.0,0.0,0.0,서울시 광진구 군자동,1121500000,광진구,군자동
11,13009,호동,1121510900,APT,아파트,343-12,37.551324,127.070757,36.0,2.0,6.0,6.0,20021018,1.0,0.0,0.0,0.0,서울시 광진구 군자동,1121500000,광진구,군자동
12,114591,홀가하우스(도시형),1121510900,APT,아파트,464-4,37.558075,127.073404,19.0,1.0,7.0,6.0,20161118,0.0,0.0,0.0,0.0,서울시 광진구 군자동,1121500000,광진구,군자동
13,24673,홍익봄마을,1121510900,APT,아파트,346-18,37.549797,127.070188,28.0,2.0,7.0,7.0,20040714,0.0,0.0,0.0,0.0,서울시 광진구 군자동,1121500000,광진구,군자동
0,120099,그린,1121510200,APT,아파트,283-9,37.553943,127.078342,12.0,1.0,6.0,6.0,20040629,1.0,0.0,0.0,0.0,서울시 광진구 능동,1121500000,광진구,능동
1,120743,대공원하이츠,1121510200,APT,아파트,246-11,37.554213,127.085251,9.0,1.0,5.0,4.0,20010616,0.0,0.0,0.0,0.0,서울시 광진구 능동,1121500000,광진구,능동
2,152452,동산(주상복합),1121510200,APT,아파트,283-15,37.553849,127.078033,2.0,1.0,6.0,6.0,20041231,0.0,0.0,0.0,0.0,서울시 광진구 능동,1121500000,광진구,능동
3,122575,베아투스(도시형),1121510200,APT,아파트,222-7,37.556017,127.080804,18.0,1.0,9.0,9.0,20170926,0.0,0.0,0.0,0.0,서울시 광진구 능동,1121500000,광진구,능동
4,148087,세리빌(도시형),1121510200,APT,아파트,223-11,37.555679,127.079963,18.0,1.0,5.0,4.0,20180103,0.0,0.0,0.0,0.0,서울시 광진구 능동,1121500000,광진구,능동
5,150990,옥현하이브빌(도시형),1121510200,APT,아파트,253-3,37.552695,127.086926,12.0,1.0,5.0,5.0,20160923,0.0,0.0,0.0,0.0,서울시 광진구 능동,1121500000,광진구,능동
6,145332,유호그라시아(도시형),1121510200,APT,아파트,249-2,37.553304,127.085199,20.0,1.0,5.0,5.0,20211126,2.0,0.0,0.0,0.0,서울시 광진구 능동,1121500000,광진구,능동
7,148807,이듬빌(도시형),1121510200,APT,아파트,246-17,37.554547,127.084458,16.0,1.0,7.0,7.0,20211207,0.0,0.0,0.0,0.0,서울시 광진구 능동,1121500000,광진구,능동
8,127564,힐탑(도시형),1121510200,APT,아파트,284-11,37.553711,127.07856,10.0,1.0,4.0,1.0,20120808,0.0,0.0,0.0,0.0,서울시 광진구 능동,1121500000,광진구,능동
0,130473,16에스티뷰(주상복합),1121510500,APT,아파트,680-14,37.536164,127.084932,7.0,1.0,9.0,8.0,20190122,0.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
1,143171,Y-PARK2차(도시형),1121510500,APT,아파트,680-11,37.536093,127.084596,22.0,1.0,11.0,10.0,20210622,0.0,1.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
2,13819,YM프라젠스파(주상복합),1121510500,APT,아파트,663-21,37.530966,127.084123,75.0,1.0,12.0,6.0,20051118,2.0,1.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
3,13256,강변아이파크,1121510500,APT,아파트,809,37.5312,127.06955,83.0,1.0,18.0,17.0,20061221,2.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
4,130410,결(도시형),1121510500,APT,아파트,680-6,37.536072,127.084419,14.0,1.0,10.0,8.0,20200403,0.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
5,2989,경남,1121510500,APT,아파트,641,37.52891,127.07877,232.0,2.0,19.0,9.0,19990601,9.0,8.0,1.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
6,1058,경남아너스빌,1121510500,APT,아파트,666-28,37.529461,127.084164,150.0,1.0,19.0,7.0,19970524,13.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
7,14607,광진트라팰리스(주상복합),1121510500,APT,아파트,854,37.531874,127.067774,204.0,2.0,29.0,28.0,20060721,23.0,9.0,1.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
8,26067,광진하나플러스,1121510500,APT,아파트,811,37.52948,127.07575,43.0,1.0,13.0,10.0,20050729,1.0,2.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
9,26652,광진하우스토리한강,1121510500,APT,아파트,813,37.52999,127.08985,82.0,2.0,23.0,20.0,20080911,10.0,2.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
10,18553,광진한화꿈에그린,1121510500,APT,아파트,853,37.53362,127.06189,116.0,2.0,15.0,15.0,20060530,5.0,9.0,7.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
11,10758,구의현대하이엘(주상복합),1121510500,APT,아파트,779-11,37.537913,127.082997,98.0,1.0,18.0,18.0,20050531,5.0,1.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
12,15628,구의현대홈시티(주상복합),1121510500,APT,아파트,779-8,37.537437,127.083128,102.0,1.0,20.0,20.0,20060831,8.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
13,159857,그랜드,1121510500,APT,아파트,636-11,37.531541,127.079632,21.0,1.0,8.0,8.0,20230412,12.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
14,103792,그린,1121510500,APT,아파트,665,37.529975,127.082947,33.0,1.0,7.0,7.0,20031119,2.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
15,3340,금강KCC,1121510500,APT,아파트,791,37.53764,127.0743,69.0,2.0,14.0,10.0,20020531,3.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
16,3187,기산빌라트,1121510500,APT,아파트,643-19,37.527984,127.080539,19.0,1.0,11.0,11.0,19970616,0.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
17,101859,노블스카이,1121510500,APT,아파트,769-1,37.539329,127.081651,18.0,1.0,7.0,7.0,20040602,0.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
18,88,대동,1121510500,APT,아파트,784-1,37.536168,127.068388,314.0,4.0,25.0,8.0,19990310,17.0,4.0,2.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
19,24029,대보,1121510500,APT,아파트,798-4,37.536901,127.077941,33.0,2.0,7.0,5.0,20030909,1.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
20,3341,대원리버빌,1121510500,APT,아파트,587-6,37.530617,127.071716,40.0,1.0,11.0,9.0,20010801,0.0,0.0,1.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
21,111089,대원캐슬빌,1121510500,APT,아파트,624-45,37.534544,127.081862,18.0,1.0,7.0,7.0,20120605,0.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
22,12971,대종리버빌,1121510500,APT,아파트,553-314,37.53228,127.070055,19.0,1.0,7.0,2.0,20030116,0.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
23,13457,더샵스타시티(주상복합),1121510500,APT,아파트,227-7,37.53751,127.072592,1177.0,4.0,58.0,35.0,20070122,68.0,22.0,17.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
24,127715,더퍼스트스테이(주상복합),1121510500,APT,아파트,680-9,37.536218,127.084474,16.0,1.0,10.0,10.0,20190521,0.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
25,110433,도시엔(도시형),1121510500,APT,아파트,857,37.539411,127.064806,64.0,2.0,5.0,5.0,20111129,1.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
26,146400,드림팰리스3차(도시형),1121510500,APT,아파트,619,37.533621,127.078685,15.0,1.0,6.0,6.0,20160428,0.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
27,109998,래미안프리미어팰리스(주상복합),1121510500,APT,아파트,859,37.537723,127.081301,264.0,2.0,29.0,29.0,201710,7.0,1.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
28,151838,랜드마크Ⅱ(도시형),1121510500,APT,아파트,57-97,37.534219,127.064772,24.0,1.0,6.0,5.0,20220713,0.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
29,89,로얄동아,1121510500,APT,아파트,644,37.528374,127.08101,322.0,4.0,25.0,12.0,19990916,19.0,5.0,7.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
30,135887,롯데캐슬리버파크시그니처,1121510500,APT,아파트,236번지 일원,37.537863,127.062859,878.0,6.0,35.0,24.0,202307,7.0,1.0,6.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
31,119797,명성,1121510500,APT,아파트,607-31,37.532174,127.077496,29.0,1.0,9.0,8.0,20180123,3.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
32,908,삼성,1121510500,APT,아파트,787,37.532499,127.071568,375.0,4.0,25.0,4.0,19990414,10.0,1.0,2.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
33,120292,삼성홈타운,1121510500,APT,아파트,770-2,37.539187,127.080985,11.0,1.0,7.0,6.0,20070907,0.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
34,142299,삼성홈타운7차(도시형),1121510500,APT,아파트,795-5,37.537484,127.078065,20.0,2.0,6.0,6.0,20150121,0.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
35,146218,센트럴리버뷰(도시형),1121510500,APT,아파트,193-13,37.534501,127.061674,20.0,1.0,6.0,6.0,20211224,0.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
36,126760,스카이빌,1121510500,APT,아파트,767,37.540263,127.081055,19.0,1.0,7.0,6.0,20011221,1.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
37,3188,신호빌라트,1121510500,APT,아파트,591-12,37.529714,127.074986,14.0,1.0,15.0,15.0,19970429,2.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
38,118457,"아스하임(626-3,도시형)",1121510500,APT,아파트,626-3,37.535714,127.083225,12.0,1.0,8.0,8.0,20170922,0.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
39,128071,"아스하임(627-26,도시형)",1121510500,APT,아파트,627-26,37.534799,127.083455,13.0,1.0,9.0,8.0,20191111,0.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
40,161601,안틸리아자양(도시형),1121510500,APT,아파트,680-2,37.536021,127.084161,21.0,1.0,11.0,11.0,20220722,1.0,1.0,1.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
41,3342,우방리버파크,1121510500,APT,아파트,793,37.531294,127.070802,214.0,3.0,25.0,19.0,20031014,12.0,3.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
42,90,우성1차,1121510500,APT,아파트,579,37.534393,127.074147,656.0,6.0,15.0,13.0,19880913,34.0,5.0,3.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
43,92,우성2차,1121510500,APT,아파트,520-2,37.533382,127.073933,405.0,3.0,15.0,15.0,19890722,26.0,8.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
44,96,우성6차,1121510500,APT,아파트,515-1,37.53675,127.070259,96.0,1.0,14.0,8.0,19920321,2.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
45,97,우성7차,1121510500,APT,아파트,783-1,37.53637,127.074587,625.0,5.0,22.0,7.0,19980706,29.0,9.0,4.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
46,109973,유림,1121510500,APT,아파트,770-1,37.539224,127.081239,10.0,1.0,5.0,5.0,20040325,0.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
47,150577,이지마루(도시형),1121510500,APT,아파트,834-14,37.539184,127.06298,10.0,1.0,5.0,4.0,20211216,0.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
48,13913,이튼타워리버1차(주상복합),1121510500,APT,아파트,510-5,37.536835,127.069546,146.0,2.0,26.0,12.0,20060327,8.0,3.0,1.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
49,17717,이튼타워리버2차(주상복합),1121510500,APT,아파트,507-6,37.535534,127.069177,131.0,2.0,25.0,22.0,20060327,5.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
50,22230,이튼타워리버3차(주상복합),1121510500,APT,아파트,855,37.532599,127.068274,260.0,3.0,25.0,24.0,20070417,18.0,4.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
51,27366,이튼타워리버5차,1121510500,APT,아파트,856,37.53211,127.06912,279.0,4.0,23.0,12.0,20090915,16.0,8.0,2.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
52,3344,자양10차현대홈타운,1121510500,APT,아파트,792,37.53342,127.07042,245.0,6.0,17.0,11.0,20021030,11.0,0.0,4.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
53,102,자양2차현대,1121510500,APT,아파트,761,37.534121,127.070484,235.0,1.0,19.0,11.0,19950422,10.0,1.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
54,907,자양5차현대,1121510500,APT,아파트,642,37.528708,127.078788,270.0,3.0,23.0,6.0,19980624,10.0,1.0,4.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
55,3345,자양7차현대홈타운,1121510500,APT,아파트,788,37.53302,127.06956,252.0,4.0,18.0,6.0,20010531,9.0,2.0,3.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
56,3347,자양8차현대홈타운,1121510500,APT,아파트,789,37.533526,127.072292,257.0,5.0,19.0,15.0,20020508,13.0,5.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
57,3348,자양9차현대홈타운,1121510500,APT,아파트,790,37.53412,127.069149,119.0,2.0,18.0,6.0,20020430,2.0,2.0,1.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
58,133915,자양명진센트라임(도시형),1121510500,APT,아파트,219-11,37.536404,127.081862,27.0,1.0,13.0,13.0,20171227,0.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
59,148133,자양삼성,1121510500,APT,아파트,645-1,37.528631,127.082181,10.0,1.0,5.0,5.0,20010406,0.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
60,93,자양우성3차,1121510500,APT,아파트,516,37.536311,127.071645,464.0,7.0,15.0,11.0,19891230,18.0,7.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
61,94,자양우성4차,1121510500,APT,아파트,578,37.535379,127.075764,66.0,1.0,13.0,9.0,19891228,1.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
62,95,자양우성5차,1121510500,APT,아파트,553-41,37.534796,127.071562,80.0,1.0,15.0,10.0,19900712,1.0,6.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
63,140746,자양하늘채베르,1121510500,APT,아파트,658-14번지 일원,37.532741,127.08427,165.0,2.0,19.0,14.0,202302,5.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
64,100,자양한양,1121510500,APT,아파트,695,37.532163,127.090977,444.0,6.0,12.0,12.0,19830527,15.0,11.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
65,2991,자양현대(645-5),1121510500,APT,아파트,645-5,37.528158,127.082178,182.0,2.0,18.0,12.0,19930527,11.0,12.0,8.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
66,103,자양현대3차,1121510500,APT,아파트,670,37.528249,127.083546,439.0,2.0,23.0,7.0,19961209,37.0,11.0,3.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
67,25664,자양훼미리,1121510500,APT,아파트,678-8,37.531064,127.085186,12.0,1.0,7.0,7.0,20040810,1.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
68,17799,자양힐,1121510500,APT,아파트,810,37.54013,127.081805,64.0,1.0,9.0,8.0,20050812,5.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
69,8809,진넥스빌,1121510500,APT,아파트,588-20,37.530371,127.072613,19.0,1.0,12.0,9.0,20010409,0.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
70,151060,진연빌6차(도시형),1121510500,APT,아파트,218-3,37.536089,127.0823,5.0,1.0,7.0,7.0,20220704,1.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
71,145148,참하우스토리(도시형),1121510500,APT,아파트,227-62,37.537527,127.074912,14.0,1.0,7.0,6.0,20170118,0.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
72,24917,청정,1121510500,APT,아파트,24-28,37.541016,127.063926,28.0,2.0,7.0,7.0,20031231,2.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
73,152402,청정팰리스(도시형),1121510500,APT,아파트,548,37.537525,127.067998,40.0,4.0,6.0,6.0,20161226,0.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
74,121818,큐브스테이트(도시형),1121510500,APT,아파트,680-12,37.536245,127.084757,20.0,1.0,9.0,9.0,20180518,0.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
75,9030,태원강변,1121510500,APT,아파트,588,37.53047,127.07216,28.0,1.0,14.0,14.0,20020607,2.0,1.0,2.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
76,22955,태천해오름(주상복합),1121510500,APT,아파트,219-31,37.53633,127.08226,18.0,1.0,7.0,7.0,20050503,0.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
77,123905,테라팰리스건대2차,1121510500,APT,아파트,860,37.53831,127.078035,68.0,1.0,17.0,10.0,20181224,7.0,2.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
78,123902,테라팰리스건대2차(도시형),1121510500,APT,아파트,860,37.538385,127.077624,10.0,1.0,6.0,6.0,20181224,1.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
79,8823,파라다이스리버빌,1121510500,APT,아파트,690-58,37.53011,127.08861,18.0,1.0,19.0,19.0,20011031,3.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
80,85,한강극동,1121510500,APT,아파트,57-103,37.533848,127.06448,158.0,2.0,11.0,7.0,19910808,8.0,3.0,3.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
81,25723,한강로얄,1121510500,APT,아파트,498-2,37.532726,127.07064,19.0,1.0,7.0,6.0,20040922,2.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
82,86,한강성원,1121510500,APT,아파트,831-1,37.533185,127.066049,140.0,1.0,18.0,18.0,19970808,6.0,1.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
83,2999,한강아남,1121510500,APT,아파트,830,37.533348,127.065063,47.0,1.0,11.0,7.0,19951227,1.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
84,87,한강우성,1121510500,APT,아파트,87-1,37.532866,127.065544,355.0,2.0,24.0,10.0,19931221,12.0,7.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
85,14361,한강이레,1121510500,APT,아파트,591-13,37.529645,127.075281,17.0,1.0,7.0,6.0,20031010,0.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
86,2998,한강현대,1121510500,APT,아파트,829,37.53309,127.066605,204.0,2.0,22.0,19.0,19931120,9.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
87,99,한라,1121510500,APT,아파트,762,37.535427,127.070378,329.0,2.0,22.0,9.0,19960831,21.0,1.0,3.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
88,3343,한솔리베르,1121510500,APT,아파트,672,37.528087,127.084679,185.0,1.0,25.0,21.0,20020124,10.0,0.0,3.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
89,153966,한영그린빌(도시형),1121510500,APT,아파트,593-27,37.52948,127.07617,10.0,1.0,6.0,6.0,20150818,0.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
90,109896,한영해시안,1121510500,APT,아파트,858,37.539814,127.063409,43.0,1.0,6.0,6.0,20150212,0.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
91,1253,현대6차,1121510500,APT,아파트,786,37.533041,127.071807,178.0,1.0,19.0,9.0,19990203,3.0,4.0,3.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
92,101,현대강변,1121510500,APT,아파트,673,37.528446,127.085625,208.0,2.0,13.0,12.0,19911210,13.0,0.0,3.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
93,3442,현대빌라트,1121510500,APT,아파트,643-23,37.528141,127.08004,18.0,1.0,9.0,9.0,19930804,0.0,0.0,0.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
94,125278,호반써밋자양(주상복합),1121510500,APT,아파트,861,37.537587,127.068643,305.0,2.0,26.0,18.0,202108,20.0,10.0,10.0,0.0,서울시 광진구 자양동,1121500000,광진구,자양동
0,14374,광남캐스빌(646-10),1121510100,APT,아파트,646-10,37.558913,127.079073,15.0,1.0,6.0,6.0,20021107,0.0,0.0,0.0,0.0,서울시 광진구 중곡동,1121500000,광진구,중곡동
1,118737,"광남타운(230-11,주상복합)",1121510100,APT,아파트,230-11,37.564138,127.080508,19.0,1.0,7.0,6.0,20020429,1.0,0.0,0.0,0.0,서울시 광진구 중곡동,1121500000,광진구,중곡동
2,10854,광덕,1121510100,APT,아파트,683,37.56847,127.07925,55.0,1.0,12.0,12.0,20021121,1.0,2.0,0.0,0.0,서울시 광진구 중곡동,1121500000,광진구,중곡동
3,22127,그랑,1121510100,APT,아파트,51-31,37.558856,127.083645,11.0,1.0,7.0,6.0,20030625,0.0,0.0,0.0,0.0,서울시 광진구 중곡동,1121500000,광진구,중곡동
4,17691,그린트리,1121510100,APT,아파트,130-1,37.556213,127.085274,18.0,1.0,7.0,6.0,20040210,0.0,0.0,0.0,0.0,서울시 광진구 중곡동,1121500000,광진구,중곡동
5,127501,넥스트플래닛(도시형),1121510100,APT,아파트,241-15,37.562893,127.08118,20.0,1.0,7.0,3.0,20190624,0.0,0.0,0.0,0.0,서울시 광진구 중곡동,1121500000,광진구,중곡동
6,23685,대광그린,1121510100,APT,아파트,120-18,37.5555,127.08632,11.0,1.0,6.0,5.0,20040324,2.0,0.0,0.0,0.0,서울시 광진구 중곡동,1121500000,광진구,중곡동
7,151957,대성예가(도시형),1121510100,APT,아파트,141-9,37.558635,127.082554,10.0,1.0,6.0,6.0,20160406,0.0,0.0,0.0,0.0,서울시 광진구 중곡동,1121500000,광진구,중곡동
8,14411,대영(133-7),1121510100,APT,아파트,133-7,37.556324,127.084413,38.0,2.0,7.0,6.0,20011219,1.0,0.0,0.0,0.0,서울시 광진구 중곡동,1121500000,광진구,중곡동
9,112753,대영(68-6),1121510100,APT,아파트,68-6,37.558785,127.091581,10.0,1.0,6.0,6.0,20021213,1.0,0.0,0.0,0.0,서울시 광진구 중곡동,1121500000,광진구,중곡동
10,8629,동방프라자(주상복합),1121510100,APT,아파트,579-1,37.57084,127.08105,18.0,1.0,6.0,6.0,19961228,0.0,0.0,0.0,0.0,서울시 광진구 중곡동,1121500000,광진구,중곡동
11,27295,두리,1121510100,APT,아파트,135-13,37.557484,127.084161,18.0,1.0,6.0,6.0,20040402,0.0,0.0,0.0,0.0,서울시 광진구 중곡동,1121500000,광진구,중곡동
